artist,album,track,listen_date,genre
The 1975,The 1975,Sex,"26 Jan 2018, 02:08","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
Ed Sheeran,+,Drunk,"26 Jan 2018, 02:05","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Mat Kearney,City Of Black & White,All I Have,"26 Jan 2018, 01:59","singer-songwriter,acoustic,indie,alternative,rock,seen live,pop,christian,male vocalists,american"
Frank Turner,Tape Deck Heart (Deluxe Edition),The Way I Tend To Be,"26 Jan 2018, 01:56","seen live,folk,singer-songwriter,acoustic,british,indie,folk punk,punk,folk rock,rock"
Boyce Avenue,Acoustic Sessions: Vol. 3,Wonderwall,"26 Jan 2018, 01:53","acoustic,alternative,rock,indie,youtube,cover,alternative rock,pop rock,seen live,boyce avenue"
Ed Sheeran,+,The A Team,"26 Jan 2018, 01:48","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Carly Rae Jepsen,Emotion,Making the Most of the Night,"26 Jan 2018, 01:44","pop,Canadian,female vocalists,folk,acoustic,dance,synthpop,Carly Rae Jepsen,canada,seen live"
Panic! at the Disco,Pretty. Odd.,Northern Downpour,"26 Jan 2018, 00:33","rock,alternative,emo,pop punk,indie,seen live,alternative rock,punk,indie rock,dance"
Taylor Swift,Speak Now World Tour Live,Ours - Live/2011,"26 Jan 2018, 00:30","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
Kishi Bashi,151a,I Am the Antichrist to You,"25 Jan 2018, 17:53","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Kishi Bashi,Spotify Singles,The Only Living Boy in New York - Recorded at Spotify Studios NYC,"25 Jan 2018, 17:49","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Kishi Bashi,Sonderlust,Honeybody,"25 Jan 2018, 17:45","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Kishi Bashi,Lighght,Philosophize in it! Chemicalize with it!,"25 Jan 2018, 17:41","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Kishi Bashi,Sonderlust,"Can’t Let Go, Juno","25 Jan 2018, 17:37","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Kishi Bashi,"7"" Singles",This Must Be the Place (Naive Melody) [by Talking Heads],"25 Jan 2018, 17:33","indie,folk,pop,seen live,indie pop,world,chamber pop,experimental,acoustic,american"
Naive Thieves,Vamonos,Anxiété,"25 Jan 2018, 13:47","seen live,indie,indie rock,United States,rock,California,surf rock,under 2000 listeners,ukulele,BIRP"
From Indian Lakes,Absent Sounds,Am I Alive,"25 Jan 2018, 13:44","indie,indie rock,alternative,rock,post-rock,emo,alternative rock,Progressive rock,christian,seen live"
Roah Summit,Take Care,Take Care,"25 Jan 2018, 13:39","indie,dream pop"
CHAPPO,Moonwater,Come Home,"25 Jan 2018, 13:36","indie,alternative,indie rock,rock,Lo-Fi,psychedelic,seen live,pop,indie pop,new york"
Honeyblood,Honeyblood,Killer Bangs,"25 Jan 2018, 13:33","Lo-Fi,seen live,indie pop,female vocalists,indie,indie rock,UK,Scottish,scotland,rock"
Hozier,Hozier,Jackie and Wilson,"25 Jan 2018, 13:29","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Young Lyre,Night Swimming,Night Swimming,"25 Jan 2018, 13:25","indie,New Zealand,seen live,rock"
Sea Wolf,Old World Romance,Old Friend,"25 Jan 2018, 13:21","indie,singer-songwriter,indie pop,alternative,seen live,California,indie rock,folk,indie folk,american"
Electric Guest,Mondo,Waves,"25 Jan 2018, 13:18","indie pop,indie,electronic,american,Danger Mouse,seen live,pop,LastfmSC,broken bells,indie rock"
Autoheart,Punch,Moscow,"25 Jan 2018, 13:14","indie pop,piano rock,indie,pop,british,london,england,Pop-Rock,indie-pop,UK"
Fidlar,FIDLAR,No Waves,"25 Jan 2018, 13:12","Garage Rock,punk,Lo-Fi,seen live,skate punk,Surf,Garage Punk,punk rock,rock,indie rock"
Northern Faces,Northern Faces,"Wait, Wait, Wait","25 Jan 2018, 13:08","indie,post-rock,folk,american,seen live,rock,alternative,indie rock,Straight Edge,pop punk"
Rock Eupora,Blanks,Haunt,"25 Jan 2018, 13:04",
Dreamers,Wolves (You Got Me),Wolves (You Got Me),"25 Jan 2018, 13:01","indie,punk,electro,metal,electronic,seen live,electropop,rock,experimental,USA"
Modern Baseball,MOBO Presents: The Perfect Cast EP feat. Modern Baseball,Infinity Exposed,"25 Jan 2018, 00:48","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,MOBO Presents: The Perfect Cast EP feat. Modern Baseball,Alpha Kappa Fall Of Troy The Movie Part Deux (2 Disc Director's Cut),"25 Jan 2018, 00:45","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,MOBO Presents: The Perfect Cast EP feat. Modern Baseball,The Waterboy Returns,"25 Jan 2018, 00:42","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Just Another Face,"25 Jan 2018, 00:38","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,What If...,"25 Jan 2018, 00:36","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,"Apple Cider, I Don't Mind","25 Jan 2018, 00:34","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Breathing In Stereo,"25 Jan 2018, 00:32","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Coding These To Lukens,"25 Jan 2018, 00:31","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Coding These To Lukens,"25 Jan 2018, 00:29","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Hiding,"25 Jan 2018, 00:21","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Everyday,"25 Jan 2018, 00:18","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Mass,"25 Jan 2018, 00:16","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Note To Self,"25 Jan 2018, 00:13","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Wedding Singer,"25 Jan 2018, 00:10","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,Holy Ghost,Holy Ghost,"25 Jan 2018, 00:05","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Lemuria,Recreational Hate,Sliver of Change,"24 Jan 2018, 22:27","pop punk,indie,folk metal,seen live,black metal,punk,indie rock,viking metal,belgian,Symphonic Black Metal"
Lemuria,Recreational Hate,Timber Together,"24 Jan 2018, 22:26","pop punk,indie,folk metal,seen live,black metal,punk,indie rock,viking metal,belgian,Symphonic Black Metal"
Northern Faces,Northern Faces,"Wait, Wait, Wait","24 Jan 2018, 16:57","indie,post-rock,folk,american,seen live,rock,alternative,indie rock,Straight Edge,pop punk"
Rock Eupora,Blanks,Haunt,"24 Jan 2018, 16:53",
Dreamers,Wolves (You Got Me),Wolves (You Got Me),"24 Jan 2018, 16:49","indie,punk,electro,metal,electronic,seen live,electropop,rock,experimental,USA"
Netherfriends,P3ACE,UPTOWN BOYS,"24 Jan 2018, 16:47","indie pop,Lo-Fi,indie,psychedelic,seen live,chicago,american,psychedelic pop,Illinois,rock"
Vinyl Theatre,Electrogram,If You Say So,"24 Jan 2018, 16:32","indie,indie rock,electropop,seen live,alternative,Pop-Rock,All,indie pop,electronic,pop"
Mainland,Outcast,Outcast,"24 Jan 2018, 16:28","seen live,emo,indie rock,under 2000 listeners,All,sxsw 2016"
Joel Plaskett Emergency,Ashtray Rock,Fashionable People,"24 Jan 2018, 16:24","Canadian,seen live,indie rock,indie,rock,singer-songwriter,alternative,halifax,canada,East Coast"
Into It. Over It.,Intersections,The Shaking of Leaves,"24 Jan 2018, 16:20","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Best Coast,Crazy for You,When I'm With You,"24 Jan 2018, 16:18","Lo-Fi,indie,seen live,garage pop,female vocalists,beach rock,indie pop,surf rock,surf pop,indie rock"
I Am Arrows,Sun Comes Up Again,Nice Try,"24 Jan 2018, 16:14","indie,indie pop,seen live,british,pop,rock,indie rock,folk rock,alternative,folk"
Hey Rosetta!,Second Sight,Gold Teeth,"24 Jan 2018, 16:10","Canadian,indie rock,seen live,indie,indie pop,newfoundland,canada,rock,alternative,pop"
Vinyl Thief,Fathoms,Middle Of The Night,"24 Jan 2018, 16:07","seen live,Nashville,Tennessee,geohash:dn6m9pyq1g2u,All,relevant magazine"
The Oh Hellos,The Oh Hellos EP,Hello My Old Heart,"24 Jan 2018, 16:02","folk,indie,indie folk,american,alternative,female vocalists,country,indie pop,USA,Love"
Mates of State,You're Going to Make It,Staring Contest,"24 Jan 2018, 15:58","seen live,indie,indie pop,indie rock,female vocalists,rock,alternative,pop,fun,american"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Heartbeat In The Brain,"24 Jan 2018, 15:53","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
Bear Hands,Distraction,Agora,"24 Jan 2018, 15:50","seen live,post-punk,indie rock,indie,alternative,rock,american,experimental,new york,Experimental Rock"
Milo Greene,Milo Greene,1957,"24 Jan 2018, 15:47","indie,folk,acoustic,indie folk,seen live,sunshine,american,alternative,los angeles,pop"
Wavves,King Of The Beach,Green Eyes,"24 Jan 2018, 15:41","Lo-Fi,noise pop,noise rock,psychedelic,beach punk,seen live,indie,noise,surf rock,indie rock"
Los Campesinos!,Hello Sadness,By Your Hand,"24 Jan 2018, 15:38","indie pop,indie,seen live,british,indie rock,twee,pop,welsh,alternative,dance"
Desaparecidos,Payola,City on the Hill,"24 Jan 2018, 15:16","indie,indie rock,Saddle Creek,emo,rock,alternative,punk,Omaha,post-hardcore,conor oberst"
Vince Staples,Summertime '06,Norf Norf,"24 Jan 2018, 15:13","Hip-Hop,rap,underground hip-hop,seen live,hip hop,swag,ugly,Gangsta Rap,american,alternative hip-hop"
Flake Music,"When You Land Here, It's Time to Return (2014 Remix/Remaster)",Spanway Hits,"24 Jan 2018, 15:08","indie rock,indie,indie pop,Lo-Fi,american,the shins,new mexico,pop,rock,alternative"
The Features,The Features,This Disorder,"24 Jan 2018, 15:03","seen live,indie rock,indie,alternative,rock,american,alternative rock,punk,Nashville,indie pop"
Company Of Thieves,Ordinary Riches,Oscar Wilde,"24 Jan 2018, 14:58","indie,female vocalists,chicago,alternative,indie pop,seen live,indie rock,rock,alternative rock,american"
The Limousines,Get Sharp,Internet Killed The Video Star,"24 Jan 2018, 14:55","indie,electronic,experimental,electronica,electropop,seen live,rock,alternative,indie pop,american"
Velour,Undress Your Alibis,The Way She Said,"24 Jan 2018, 14:49","dubstep,uk funky,indie,danish,electronic,pop,future garage,bass,All,night slugs"
Built to Spill,Untethered Moon,Living Zoo,"24 Jan 2018, 14:44","indie rock,indie,seen live,alternative,rock,indie pop,alternative rock,Lo-Fi,american,90s"
High Highs,Open Season,Open Season,"24 Jan 2018, 14:40","dream pop,indie,indie pop,acoustic,american,seen live,new york,chillwave,folk,ambient"
Pete Yorn,Break Up,Relator,"24 Jan 2018, 14:38","singer-songwriter,rock,indie,alternative,indie rock,seen live,alternative rock,folk,acoustic,male vocalists"
Ted Leo and the Pharmacists,Shake the Sheets,Me and Mia,"24 Jan 2018, 14:34","seen live,indie,indie rock,rock,punk,alternative,indie pop,alternative rock,punk rock,singer-songwriter"
Last Dinosaurs,In A Million Years (Tour Edition),Honolulu,"24 Jan 2018, 14:30","indie,indie rock,australian,rock,seen live,Brisbane,alternative,indie pop,triple j,power pop"
Last Dinosaurs,In A Million Years (Tour Edition),Zoom,"24 Jan 2018, 14:19","indie,indie rock,australian,rock,seen live,Brisbane,alternative,indie pop,triple j,power pop"
The Struts,Have You Heard,Could Have Been Me,"24 Jan 2018, 14:16","rock,seen live,indie,british,glam rock,psychobilly,alternative,indie rock,blues,scotland"
The Shins,Wincing the Night Away,Phantom Limb,"24 Jan 2018, 14:11","indie,indie rock,indie pop,alternative,seen live,rock,pop,the shins,american,alternative rock"
The Lighthouse and the Whaler,This Is an Adventure,Venice,"24 Jan 2018, 14:07","indie,indie pop,dream pop,folk,seen live,indie folk,folk rock,Ohio,indie rock,american"
The Lighthouse and the Whaler,Mont Royal,I Want To Feel Alive,"24 Jan 2018, 14:04","indie,indie pop,dream pop,folk,seen live,indie folk,folk rock,Ohio,indie rock,american"
Hollow Wood,Seasons EP,Oh My God,"24 Jan 2018, 14:00","folk,americana,bluegrass,indie folk,under 2000 listeners,1 female 2 males"
The Vaccines,Come Of Age (Deluxe Version),I Always Knew,"24 Jan 2018, 13:56","indie rock,indie,british,seen live,alternative,rock,alternative rock,post-punk,Garage Rock,london"
Oketo,Oketo,Like a Child,"24 Jan 2018, 13:49","indie,olympia,experimental,indie pop,indie rock,Experimental Rock,freak folk,pacific northwest,Lincoln,oketo"
Flagship,Flagship,Are You Calling,"24 Jan 2018, 13:45","Progressive rock,rock,seen live,piano,christian rock,alternative,Symphonic Rock,arena rock,Radio,charlotte"
Colony House,When I Was Younger,Silhouettes,"24 Jan 2018, 13:27","indie rock,indie,indie pop,seen live,alternative,american,Pop-Rock,rock,us,Tennessee"
Colony House,When I Was Younger,Roll With The Punches,"24 Jan 2018, 13:24","indie rock,indie,indie pop,seen live,alternative,american,Pop-Rock,rock,us,Tennessee"
Colony House,When I Was Younger,Second Guessing Games,"24 Jan 2018, 13:20","indie rock,indie,indie pop,seen live,alternative,american,Pop-Rock,rock,us,Tennessee"
Colony House,When I Was Younger,Keep on Keeping On,"24 Jan 2018, 13:17","indie rock,indie,indie pop,seen live,alternative,american,Pop-Rock,rock,us,Tennessee"
Strange Names,Strange Names EP,Luxury Child,"24 Jan 2018, 13:13","electronic,indie,alternative,british,Minnesota,indie pop,SXSW 2013"
Hozier,Hozier,Cherry Wine - Live,"24 Jan 2018, 13:11","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Lana Del Rey,Lust for Life,Love,"24 Jan 2018, 13:06","female vocalists,indie,indie pop,pop,alternative,american,dream pop,seen live,trip-hop,singer-songwriter"
The National,Sleep Well Beast,Turtleneck,"24 Jan 2018, 03:47","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Born to Beg,"24 Jan 2018, 03:42","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,The System Only Dreams in Total Darkness,"24 Jan 2018, 03:38","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Walk It Back,"24 Jan 2018, 03:32","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Day I Die,"24 Jan 2018, 03:28","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Nobody Else Will Be There,"24 Jan 2018, 03:23","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Boxer,Fake Empire,"24 Jan 2018, 02:48","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Tigers Jaw,Spin,Follows,"24 Jan 2018, 01:35","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Tigers Jaw,Tigers Jaw,Never Saw It Coming,"24 Jan 2018, 01:32","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Tigers Jaw,Spin,June,"24 Jan 2018, 01:29","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Tigers Jaw,Tigers Jaw,Plane vs. Tank vs. Submarine,"24 Jan 2018, 01:27","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
The Royal Concept,D-D-Dance,D-D-Dance,"24 Jan 2018, 01:21","indie pop,indie,indie rock,swedish,alternative,seen live,rock,pop,electronic,alternative rock"
Modern Baseball,Sports,Re-Do,"24 Jan 2018, 01:19","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
American Football,American Football,Never Meant,"24 Jan 2018, 01:15","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,rock,alternative,american"
And So I Watch You From Afar,All Hail Bright Futures (Bonus Track Version),Big Thinks Do Remarkable,"24 Jan 2018, 01:11","post-rock,math rock,instrumental,experimental,seen live,post rock,irish,Post-Metal,rock,Progressive rock"
HAIM,Days Are Gone,Falling,"24 Jan 2018, 01:06","indie,indie pop,seen live,female vocalists,indie rock,soul,pop,american,rock,soft rock"
HAIM,Something to Tell You,Want You Back,"24 Jan 2018, 01:02","indie,indie pop,seen live,female vocalists,indie rock,soul,pop,american,rock,soft rock"
St. Vincent,Actor,The Sequel,"24 Jan 2018, 00:59","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,Just the Same But Brand New,"24 Jan 2018, 00:54","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,The Party,"24 Jan 2018, 00:50","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,The Bed,"24 Jan 2018, 00:46","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,Marrow,"24 Jan 2018, 00:43","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,Laughing With a Mouth of Blood,"24 Jan 2018, 00:40","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
St. Vincent,Actor,Black Rainbow,"24 Jan 2018, 00:36","seen live,female vocalists,indie,singer-songwriter,indie pop,alternative,indie rock,american,experimental,art pop"
