artist,album,track,listen_date,genre
Neck Deep,Rain in July,A Part of Me (ft. Laura Whiteside),"12 Feb 2019, 04:59","pop punk,punk rock,rock,hardcore,alternative rock,punk,seen live,melodic hardcore,british,Straight Edge"
Panucci's Pizza,All The Toppings,Sport Shorts,"12 Feb 2019, 04:56","emo,math rock,indie,Philadelphia,indie rock,seen live,punk,acoustic,math pop,dads"
Death Cab for Cutie,Transatlanticism,A Lack of Color,"12 Feb 2019, 04:52","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Major League,Variables,Need I Remind You,"12 Feb 2019, 04:49","pop punk,Easycore,hardcore,trance,rap,Pop-punk,alternative rock,punk,Hip-Hop,seen live"
Free Throw,Bear Your Mind,Rinse. Repeat.,"12 Feb 2019, 04:46","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Bear Your Mind,Open Window,"12 Feb 2019, 04:43","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Bear Your Mind,Hope Spot,"12 Feb 2019, 04:39","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,"Hey Ken, Someone Methodically Mushed the Donuts","12 Feb 2019, 04:36","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,"Good Job, Champ","12 Feb 2019, 04:34","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,Such Luck,"12 Feb 2019, 04:32","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,Pallet Town,"12 Feb 2019, 04:28","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,The Corner's Dilemma,The Corner's Dilemma,"12 Feb 2019, 04:25","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Missing Pieces,Same Drugs,"12 Feb 2019, 04:21","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,Tongue Tied,"12 Feb 2019, 04:18","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Bear Your Mind,"Randy, I Am The Liquor","12 Feb 2019, 04:15","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Free Throw,Those Days Are Gone,Two Beers In,"12 Feb 2019, 04:13","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Serengeti,Doctor My Own Patience,Doctor My Own Patience,"12 Feb 2019, 03:53","Hip-Hop,chicago,seen live,underground hip-hop,hip hop,rap,reggae,indie,underground rap,anticon"
Horse Jumper of Love,Horse Jumper of Love,Orange Peeler,"12 Feb 2019, 03:47","noise rock,shoegaze,slowcore,experimental,slow,lofi,boston,lo fi,gloomy,polvo"
Globelamp,Romantic Cancer,Black Tar,"12 Feb 2019, 03:45","indie,female vocalists,singer-songwriter,dream pop,olympia,low-fi,psychedelic,Dreamy,songwriter,american"
Destroyer,Streethawk: A Seduction,Beggars Might Ride,"12 Feb 2019, 03:42","indie,seen live,indie rock,Canadian,singer-songwriter,indie pop,chamber pop,alternative,rock,Lo-Fi"
Los Angeles Police Department,Los Angeles Police Department,Grown,"12 Feb 2019, 03:38","indie,indie pop,indie rock,american,bedroom pop,5432fun"
The Pauses,Unbuilding,The Best For The Most For The Least,"12 Feb 2019, 03:34","indie rock,indie,alternative,alternative rock,florida,Metric,friendfeed,jason kupfer,tierney tough,electronic"
Smidley,Smidley,Fuck This,"12 Feb 2019, 03:30","indie pop,dream pop"
American Football,American Football,Never Meant,"12 Feb 2019, 03:26","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,rock,alternative,american"
Dismemberment Plan,Change,Time Bomb,"12 Feb 2019, 03:21","indie rock,indie,post-punk,alternative,seen live,rock,post-hardcore,indie pop,math rock,alternative rock"
short fictions,"There's a Dark Shadow on the Flames of the Burning Sun, Pt. I",I Hate Everything in My Life and I Never Won't,"12 Feb 2019, 03:19","math rock,post-rock"
Palehound,Dry Food,Dry Food,"12 Feb 2019, 03:14","seen live,female vocalists,USA,indie,alternative rock,folk rock,garage,rock,folk,new york"
Jay Som,I Think You're Alright,I Think You're Alright,"12 Feb 2019, 03:10","dream pop,shoegaze,indie,seen live,female vocalists,USA,pop,alternative,indie rock,noise pop"
short fictions,"There's a Dark Shadow on the Flames of the Burning Sun, Pt. I",I Hate Everything in My Life and I Never Won't,"12 Feb 2019, 03:08","math rock,post-rock"
cende,#1 Hit Single,What I Want,"12 Feb 2019, 03:03","power pop,powerpop,indierock"
Worst party ever,Anthology,Sub Bean Every Day,"12 Feb 2019, 03:02","emo,indie,punk,alternative,indie rock,pop punk,Pop-punk,indiemo"
Alex Lahey,B-Grade University,You Don't Think You Like People Like Me,"12 Feb 2019, 02:26","seen live,indie,indie rock,singer-songwriter,female vocalists,australian,pop punk,australia,rock,punk rock"
Alex Lahey,I Love You Like A Brother,I Haven't Been Taking Care Of Myself,"12 Feb 2019, 02:23","seen live,indie,indie rock,singer-songwriter,female vocalists,australian,pop punk,australia,rock,punk rock"
Alex Lahey,I Love You Like A Brother,Every Day's The Weekend,"12 Feb 2019, 02:10","seen live,indie,indie rock,singer-songwriter,female vocalists,australian,pop punk,australia,rock,punk rock"
LCD Soundsystem,LCD Soundsystem,Daft Punk Is Playing at My House,"12 Feb 2019, 02:06","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,"New York, I Love You But You're Bringing Me Down","12 Feb 2019, 01:50","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Sound of Silver,"12 Feb 2019, 01:43","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Watch the Tapes,"12 Feb 2019, 01:39","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Us v Them,"12 Feb 2019, 01:30","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,All My Friends,"12 Feb 2019, 01:23","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Someone Great,"12 Feb 2019, 01:16","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,North American Scum,"12 Feb 2019, 01:11","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Time to Get Away,"12 Feb 2019, 01:07","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
LCD Soundsystem,Sound Of Silver,Get Innocuous!,"12 Feb 2019, 00:59","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
Algernon Cadwallader,Some Kind of Cadwallader,Horror,"11 Feb 2019, 23:54","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
Algernon Cadwallader,Some Kind of Cadwallader,The Stars,"11 Feb 2019, 23:51","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
Algernon Cadwallader,Some Kind of Cadwallader,Some Kind of Cadwallader,"11 Feb 2019, 23:48","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
Algernon Cadwallader,Some Kind of Cadwallader,Casual Discussion In A Dome Between Two Temples,"11 Feb 2019, 23:46","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
All Get Out,Nobody Likes A Quitter,Whatever,"11 Feb 2019, 23:43","indie rock,indie,seen live,rock,folk,alternative rock,post-hardcore,south carolina,sounds so sincere I could die,alternative"
Blonde Tongues,Blonde Tongues,Hey Good Lookin',"11 Feb 2019, 23:37","shoegaze,dream pop,slowcore,australian,Lo-Fi,indie,post-rock,noise pop,australia,dreampop"
Everyone Everywhere,Everyone Everywhere,Raw Bar Obx 2002,"11 Feb 2019, 23:33","emo,indie,indie rock,midwest emo,pop punk,tiny engines,rock,american,seen live,indie pop"
Dikembe,Chicago Bowls,Scottie Spliffin,"11 Feb 2019, 23:31","emo,punk,indie,indie rock,indieemo,twinkle or die,indiepunk,pop punk,midwest emo,seen live"
Free Throw,Those Days Are Gone,Tongue Tied,"11 Feb 2019, 23:28","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Weatherbox,Person L/Weatherbox Split,Kickflips for Weeks,"11 Feb 2019, 23:24","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Modern Baseball,Sports,Tears Over Beers,"11 Feb 2019, 23:21","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,"Fine, Great","11 Feb 2019, 23:19","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Mom Jeans.,Best Buds,Edward 40hands,"11 Feb 2019, 23:14","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Beach Bunny,Pool Party,Shoegazer,"11 Feb 2019, 23:11","indie,rock,indie pop,indie rock,pop rock,cute"
Pianos Become the Teeth,Hiding,Hiding,"11 Feb 2019, 23:06","screamo,post-rock,post-hardcore,indie,seen live,post-rock screamo,emo,art screamo,hardcore,real screamo"
Weatherbox,Flies in All Directions,The Devil and Whom?,"11 Feb 2019, 22:59","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Weatherbox,Flies in All Directions,Radio Hive,"11 Feb 2019, 22:55","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Weatherbox,Flies in All Directions,Bathin' in the Fuss,"11 Feb 2019, 22:51","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Weatherbox,Flies in All Directions,The Fresh Prints of Bill Ayers,"11 Feb 2019, 22:48","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Weatherbox,Flies in All Directions,Bring Us the Head of Weatherbox,"11 Feb 2019, 22:33","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Weatherbox,Flies in All Directions,Pagan Baby,"11 Feb 2019, 22:31","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
The Hotelier,It Never Goes Out,Holiday,"11 Feb 2019, 22:28","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,It Never Goes Out,I'm Gone,"11 Feb 2019, 21:29","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,It Never Goes Out,Weathered,"11 Feb 2019, 21:24","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,It Never Goes Out,An Ode to the Nite Ratz Club,"11 Feb 2019, 21:20","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,It Never Goes Out,Lonely Hearts Club,"11 Feb 2019, 21:17","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,It Never Goes Out,Vacancy,"11 Feb 2019, 21:14","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Ariana Grande,"thank u, next",7 rings,"11 Feb 2019, 21:13","pop,female vocalists,rnb,Ariana Grande,nickelodeon,american,r&b,dance,soul,singer-songwriter"
The Hotelier,It Never Goes Out,"Our Lives Would Make a Sad, Boring Movie","11 Feb 2019, 21:11","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Lemon Demon,Spirit Phone,Spiral of Ants,"11 Feb 2019, 21:11","geek rock,comedy,alternative,indie,funny,humour,rock,internet,geek,american"
Dr Danny,Nothing But Love,Fly Me Back In Time,"11 Feb 2019, 20:37",
Ted Leo and the Pharmacists,Hearts of Oak,Hearts of Oak,"11 Feb 2019, 20:31","seen live,indie,indie rock,rock,punk,alternative,indie pop,alternative rock,punk rock,singer-songwriter"
Somos,Dreamless,Dreamless,"11 Feb 2019, 20:27","emo,pop punk,seen live,indie,punk,indie rock,argentina,Pop-punk,Love Metal,midwest emo"
Little Tybee,Little Tybee,Abby,"11 Feb 2019, 20:24","indie,indie pop,indie folk,indietronica,orchestra pop,folk,seen live,pop,experimental,jazz"
Tender Defender,Tender Defender,Rudes and cheaps,"11 Feb 2019, 20:18","punk,latterman,iron chic,RVIVR,seen live,Lo-Fi,american,great,punk rock,pop punk"
Silver Jews,Bright Flight,Horseleg Swastikas,"11 Feb 2019, 20:14","indie,Lo-Fi,indie rock,Alt-country,folk,seen live,americana,alternative,rock,singer-songwriter"
The Cardboard Swords,The Cardboard Swords,Brian's Song,"11 Feb 2019, 20:10","emo,midwest emo,indie,rock,indie rock,pop punk,sad pop"
Smidley,Smidley,Milkshake,"11 Feb 2019, 20:06","indie pop,dream pop"
Tera Melos,Treasures and Trolls,Treasures and Trolls,"11 Feb 2019, 20:00","math rock,experimental,post-rock,instrumental,post-hardcore,seen live,Progressive,Progressive rock,indie,jazzcore"
Little Wings,Magic Wand,Everybody - Re-Issue,"11 Feb 2019, 18:50","folk,Lo-Fi,indie,singer-songwriter,seen live,acoustic,indie folk,indie pop,folk-rock,indie rock"
Delta Sleep,Ghost City,Sultans of Ping,"11 Feb 2019, 17:36","math rock,experimental,post-hardcore,seen live,british,emo,indie,indie rock,Progressive rock,england"
"Right Away, Great Captain!",The Eventually Home,Down to Your Soul,"11 Feb 2019, 17:33","folk,acoustic,indie,singer-songwriter,Lo-Fi,indie folk,pretty much amazing,andy hull,rock,american"
mathew lee cothran,My First Love Mends My Final Days,sports bar,"11 Feb 2019, 17:29","indie,emo,Lo-Fi,Avant-Garde,bedroom,bummer,sad,hypnagogic pop,bedroom pop,Bandcamp"
Cursive,Vitriola,It’s Gonna Hurt,"11 Feb 2019, 17:24","indie,indie rock,seen live,emo,alternative,Saddle Creek,rock,post-hardcore,alternative rock,hardcore"
Johnny Polygon,Almost,Almost,"11 Feb 2019, 17:20","Hip-Hop,rap,alternative rap,oklahoma,tulsa,GTA IV,seen live,sxsw 2011,indie hip-hop,GTA"
Anthony Green,Would You Still Be In Love,Real Magic,"11 Feb 2019, 17:17","indie,acoustic,experimental,anthony green,god,seen live,singer-songwriter,rock,indie rock,emo"
Listener,Being Empty : Being Filled,There's Money in the Walls,"11 Feb 2019, 17:11","spoken word,indie,talk music,Hip-Hop,seen live,experimental,LastfmSC,hip hop,alternative,indie rock"
White Reaper,The World's Best American Band,Judy French,"11 Feb 2019, 17:07","Garage Punk,seen live,punk,Garage Rock,punk rock,kentucky,post-punk,american,louisville,All"
Lucy Dacus,No Burden,I Don't Wanna Be Funny Anymore,"11 Feb 2019, 17:05","indie,seen live,singer-songwriter,folk,indie rock,female vocalists,indie folk,rock,alternative,USA"
short fictions,"There's a Dark Shadow on the Flames of the Burning Sun, Pt. I",I Hate Everything in My Life and I Never Won't,"11 Feb 2019, 17:02","math rock,post-rock"
Precious Kid,Jaded,Jaded,"11 Feb 2019, 16:55","indie,rock,female vocalists"
Charly Bliss,Guppy,Ruby,"11 Feb 2019, 16:50","indie,power pop,seen live,indie rock,indie pop,female vocalists,electropop,pop,rock,alternative"
Indigo De Souza,I Love My Mom,Sick in the Head,"11 Feb 2019, 16:45","electropop,pop,soul,alternative,indie rock,shoegaze,asheville,ep,garage pop,love pop"
Feed Me Jack,Chumpfrey,Llsr Ciaak,"11 Feb 2019, 16:39","math rock,jazz,indie rock,experimental,Progressive rock,american,post rock,Jazz Rock,math-pop,math prog"
Sidney Gish,Ed Buys Houses,Homecoming Serf,"11 Feb 2019, 16:35","indie pop,indie,singer-songwriter,american,diy,boston,All,bedroom pop,Dog noises"
Petal,Comfort EP,Comfort,"11 Feb 2019, 16:32","emo,seen live,indie rock,ambient,drone,indie,alternative rock,indie pop,minimal,drone ambient"
Modern Baseball,"Polyvinyl 4-Track Singles Series, Vol. 3",Intersection,"11 Feb 2019, 16:26","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Diet Cig,Swear I'm Good At This,Apricots,"11 Feb 2019, 16:24","seen live,indie,indie pop,pop,punk,indie rock,USA,pop rock,pop punk,rock"
Lily Allen,"It's Not Me, It's You",Fuck You,"11 Feb 2019, 03:38","pop,female vocalists,british,britpop,singer-songwriter,seen live,ska,indie,Lily Allen,alternative"
The Band CAMINO,My Thoughts on You,My Thoughts on You,"11 Feb 2019, 03:34","indie,alternative,indie rock,pop,indie pop,electronic,alt pop"
Courteeners,St. Jude,Not Nineteen Forever,"11 Feb 2019, 03:30","indie rock,indie,british,seen live,Manchester,rock,britpop,alternative rock,alternative,The Courteeners"
Gabby's World,O.K.,The Thunder Answered Back,"11 Feb 2019, 03:24","bedroom pop,indie,rock,alternative,female vocalists,singer-songwriter,acoustic,glo-fi,flower punk"
Ariana Grande,"thank u, next",7 rings,"10 Feb 2019, 06:10","pop,female vocalists,rnb,Ariana Grande,nickelodeon,american,r&b,dance,soul,singer-songwriter"
Camila Cabello,Camila,Havana,"10 Feb 2019, 06:04","pop,female vocalists,cuba,dance,cuban,seen live,Fifth Harmony,Camila Cabello,dance-pop,latin"
Zac Brown Band,The Foundation,Chicken Fried,"10 Feb 2019, 05:52","country,modern country,zac brown band,Southern Country,Country Favorites,Love,country rock,Southern Rock,male vocalists,seen live"
Luke Bryan,Tailgates & Tanlines,Country Girl (Shake It for Me),"10 Feb 2019, 05:47","country,new country,modern country,male vocalists,country rock,Luke Bryan,seen live,country pop,american,contemporary country"
Diddy - Dirty Money,Last Train To Paris,Coming Home,"10 Feb 2019, 05:41","Hip-Hop,rnb,rap,pop,hip hop,Electro-Hop,r&b,american,female vocalists,male vocalists"
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Magic (feat. Rivers Cuomo),"10 Feb 2019, 05:37","Hip-Hop,rap,hip hop,Dirty South,atlanta,seen live,american,pop,male vocalists,alternative hip-hop"
Owl City,Ocean Eyes,Fireflies,"10 Feb 2019, 05:33","electronic,indie,powerpop,electronica,cute,pop,synthpop,electropop,american,Owl City"
Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),"10 Feb 2019, 05:30","Hip-Hop,indie,alternative,seen live,rap,hip hop,rock,emo,Fueled by Ramen,alternative hip-hop"
Jason Derulo,Jason Derulo,In My Head,"10 Feb 2019, 05:27","rnb,pop,male vocalists,urban,Jason Derulo,Hip-Hop,r&b,american,dance,soul"
The Format,EP,The First Single,"10 Feb 2019, 05:25","indie,seen live,indie pop,alternative,indie rock,rock,emo,pop,The Format,favorites"
Gabby's World,O.K.,The Thunder Answered Back,"09 Feb 2019, 20:07","bedroom pop,indie,rock,alternative,female vocalists,singer-songwriter,acoustic,glo-fi,flower punk"
Hussey,Hitchens,All Things,"09 Feb 2019, 20:03",folk rock
