artist,album,song,listen_date,genre
Frank Ocean,channel ORANGE (Explicit Version),Forrest Gump,"18 Apr 2017, 19:54","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
Frank Ocean,channel ORANGE (Explicit Version),Pink Matter,"18 Apr 2017, 19:49","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
Frank Ocean,channel ORANGE (Explicit Version),Lost,"18 Apr 2017, 19:44","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
Frank Ocean,channel ORANGE (Explicit Version),Pilot Jones,"18 Apr 2017, 19:37","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
Frank Ocean,channel ORANGE (Explicit Version),Super Rich Kids,"18 Apr 2017, 19:32","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
Tokyo Police Club,Champ,Bambi,"18 Apr 2017, 19:27","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Florence + the Machine,Ceremonials (Deluxe Edition),Shake It Out,"18 Apr 2017, 19:21","indie,female vocalists,alternative,british,indie pop,seen live,pop,indie rock,singer-songwriter,folk"
Japandroids,Celebration Rock,The House That Heaven Built,"18 Apr 2017, 19:16","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Japandroids,Celebration Rock,Fire's Highway,"18 Apr 2017, 19:11","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Band of Horses,Cease to Begin,Islands on the Coast,"18 Apr 2017, 19:07","indie,indie rock,seen live,alternative,Alt-country,rock,folk,american,alternative rock,indie pop"
Band of Horses,Cease to Begin,No One's Gonna Love You,"18 Apr 2017, 19:02","indie,indie rock,seen live,alternative,Alt-country,rock,folk,american,alternative rock,indie pop"
Band of Horses,Cease to Begin,Is There a Ghost,"18 Apr 2017, 18:59","indie,indie rock,seen live,alternative,Alt-country,rock,folk,american,alternative rock,indie pop"
Timeflies,"Cars, Money and Fame - Single","Cars, Money and Fame","18 Apr 2017, 18:55","Hip-Hop,pop,electro-pop,rap,american,electronic,dance,seen live,hip hop,new york"
Silversun Pickups,Carnavas,Lazy Eye,"18 Apr 2017, 18:49","indie rock,indie,alternative,seen live,shoegaze,rock,alternative rock,american,dream pop,indie pop"
Silversun Pickups,Carnavas,Well Thought Out Twinkles,"18 Apr 2017, 18:45","indie rock,indie,alternative,seen live,shoegaze,rock,alternative rock,american,dream pop,indie pop"
Bad Suns,Cardiac Arrest - Single,Cardiac Arrest,"18 Apr 2017, 18:30","indie rock,indie,rock,space rock,desert rock,seen live,alternative,indie pop,los angeles,alternative rock"
Ke$ha,Cannibal,C U Next Tuesday,"18 Apr 2017, 18:26","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Ke$ha,Cannibal,Grow a Pear,"18 Apr 2017, 18:13","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Ke$ha,Cannibal,Crazy Beautiful Life,"18 Apr 2017, 18:08","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Ke$ha,Cannibal,Blow,"18 Apr 2017, 18:04","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Ke$ha,Cannibal,We R Who We R,"18 Apr 2017, 18:01","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Ke$ha,Cannibal,Cannibal,"18 Apr 2017, 17:58","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Shakira,Can't Remember to Forget You,Can't Remember to Forget You,"18 Apr 2017, 17:54","pop,latin,female vocalists,spanish,rock,Shakira,dance,singer-songwriter,sexy,Colombia"
Childish Gambino,Camp,Heartbeat,"18 Apr 2017, 17:48","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Childish Gambino,Camp,Bonfire,"18 Apr 2017, 17:45","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Carly Rae Jepsen,Call Me Maybe,Call Me Maybe,"18 Apr 2017, 17:42","pop,Canadian,female vocalists,folk,acoustic,dance,Carly Rae Jepsen,synthpop,canada,seen live"
Red Hot Chili Peppers,Californication (Deluxe Version),Road Trippin',"18 Apr 2017, 17:38","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,Californication (Deluxe Version),Californication,"18 Apr 2017, 17:31","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,Californication (Deluxe Version),Otherside,"18 Apr 2017, 17:27","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,Californication (Deluxe Version),Scar Tissue,"18 Apr 2017, 17:24","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,Californication (Deluxe Version),Parallel Universe,"18 Apr 2017, 17:17","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,Californication (Deluxe Version),Around the World,"18 Apr 2017, 17:13","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Train,California 37,Bruises,"18 Apr 2017, 17:08","rock,alternative rock,alternative,pop,indie,pop rock,seen live,train,american,90s"
Kendrick Lamar,DAMN.,ELEMENT.,"17 Apr 2017, 02:05","Hip-Hop,rap,seen live,west coast,California,compton,hip hop,american,West Coast Rap,jazz rap"
Kendrick Lamar,DAMN.,YAH.,"17 Apr 2017, 02:02","Hip-Hop,rap,seen live,west coast,California,compton,hip hop,american,West Coast Rap,jazz rap"
Kendrick Lamar,DAMN.,DNA.,"17 Apr 2017, 01:59","Hip-Hop,rap,seen live,west coast,California,compton,hip hop,american,West Coast Rap,jazz rap"
Kendrick Lamar,DAMN.,BLOOD.,"17 Apr 2017, 01:57","Hip-Hop,rap,seen live,west coast,California,compton,hip hop,american,West Coast Rap,jazz rap"
Kendrick Lamar,DAMN.,DNA.,"15 Apr 2017, 00:51","Hip-Hop,rap,seen live,west coast,California,compton,hip hop,american,West Coast Rap,jazz rap"
Red Hot Chili Peppers,By The Way (Deluxe Version),Throw Away Your Television,"15 Apr 2017, 00:22","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,By The Way (Deluxe Version),Can't Stop,"15 Apr 2017, 00:17","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,By The Way (Deluxe Version),The Zephyr Song,"15 Apr 2017, 00:14","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Can't Stop Won't Stop,WILDEBEEST,Scrape The Sky (feat. Fresh Big Mouf),"15 Apr 2017, 00:10","funk,Hip-Hop,hip hop,party,groovunky"
Red Hot Chili Peppers,By The Way (Deluxe Version),The Zephyr Song,"15 Apr 2017, 00:06","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,By The Way (Deluxe Version),Don't Forget Me,"14 Apr 2017, 15:31","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,By The Way (Deluxe Version),Universally Speaking,"14 Apr 2017, 15:27","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Red Hot Chili Peppers,By The Way (Deluxe Version),By the Way,"14 Apr 2017, 15:23","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Christina Perri,burning gold,Burning Gold,"14 Apr 2017, 15:18","female vocalists,pop,singer-songwriter,indie,rock,american,indie pop,soul,christina perri,female vocalist"
Broken Bells,Broken Bells,The High Road,"14 Apr 2017, 15:14","indie,experimental,indie pop,alternative,indie rock,seen live,electronic,american,pop,rock"
Britney Spears,Britney (Digital Deluxe Version),I'm a Slave 4 U,"14 Apr 2017, 15:11","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
The Big Pink,A Brief History of Love,Dominos,"14 Apr 2017, 15:07","shoegaze,electronic,indie,seen live,british,rock,indie rock,experimental,psychedelic,alternative"
Colbie Caillat,Breakthrough (Deluxe Edition),Fallin' for You,"14 Apr 2017, 14:41","female vocalists,pop,acoustic,singer-songwriter,indie,folk,colbie caillat,alternative,american,Mellow"
Kelly Clarkson,Breakaway,Behind These Hazel Eyes,"14 Apr 2017, 14:37","pop,female vocalists,pop rock,rock,Kelly Clarkson,American Idol,female,alternative,american,seen live"
Pete Yorn,Break Up,Relator,"14 Apr 2017, 14:35","singer-songwriter,rock,indie,alternative,indie rock,seen live,alternative rock,folk,acoustic,male vocalists"
Andrew Bird,Break It Yourself,Danse Caribe,"14 Apr 2017, 14:30","indie,singer-songwriter,folk,seen live,indie pop,alternative,indie rock,indie folk,violin,american"
Paramore,Brand New Eyes,Ignorance,"14 Apr 2017, 14:24","rock,pop punk,alternative,female vocalists,emo,seen live,alternative rock,punk,Paramore,pop rock"
We Are Scientists,Brain Thrust Mastery,Chick Lit,"14 Apr 2017, 14:20","indie,indie rock,seen live,rock,alternative,alternative rock,american,indie pop,we are scientists,post-punk"
We Are Scientists,Brain Thrust Mastery,After Hours,"14 Apr 2017, 14:15","indie,indie rock,seen live,rock,alternative,alternative rock,american,indie pop,we are scientists,post-punk"
Boys Like Girls,Boys Like Girls,Thunder,"14 Apr 2017, 14:11","pop punk,alternative,rock,emo,indie,seen live,alternative rock,pop rock,pop,punk"
Goo Goo Dolls,A Boy Named Goo,Name,"14 Apr 2017, 14:05","rock,alternative rock,alternative,90s,pop,seen live,indie,goo goo dolls,pop rock,american"
The Walkmen,Bows + Arrows,The Rat,"14 Apr 2017, 14:01","seen live,indie,indie rock,rock,alternative,post-punk,alternative rock,american,new york,indie pop"
Pixies,Bossanova,Allison,"14 Apr 2017, 13:59","alternative,indie,rock,alternative rock,indie rock,seen live,punk,Grunge,80s,post-punk"
J. Cole,Born Sinner,Crooked Smile,"14 Apr 2017, 13:55","Hip-Hop,rap,underground hip-hop,Jazz Hop,North Carolina,hip hop,j cole,seen live,american,underground rap"
Deer Tick,Born On Flag Day,Hell on Earth,"14 Apr 2017, 13:51","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
Deer Tick,Born On Flag Day,"Houston, TX","14 Apr 2017, 13:43","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
Deer Tick,Born On Flag Day,Song About a Man,"14 Apr 2017, 13:14","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
Deer Tick,Born On Flag Day,Smith Hill,"14 Apr 2017, 13:11","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
John Mayer,Born and Raised,Shadow Days,"14 Apr 2017, 13:06","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Born and Raised,Queen of California,"14 Apr 2017, 12:57","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
Robin Thicke,Blurred Lines,Blurred Lines,"14 Apr 2017, 12:53","soul,rnb,pop,singer-songwriter,Blue-Eyed Soul,male vocalists,Robin Thicke,r&b,Neo-Soul,smooth"
Coldplay,The Blue Room,See You Soon,"14 Apr 2017, 12:50","rock,alternative,britpop,alternative rock,indie,british,seen live,Coldplay,pop,indie rock"
Third Eye Blind,Blue,Never Let You Go (2008 Version),"14 Apr 2017, 12:46","rock,alternative,alternative rock,90s,seen live,pop,post-grunge,indie,pop rock,third eye blind"
Green Day,American Idiot (Deluxe),Jesus of Suburbia,"14 Apr 2017, 01:58","punk rock,rock,punk,alternative,pop punk,seen live,alternative rock,green day,american,pop"
Avicii,Wake Me Up,Wake Me Up,"14 Apr 2017, 01:53","House,electronic,dance,Progressive House,electro house,swedish,seen live,electronica,EDM,club"
Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",A Certain Romance,"14 Apr 2017, 01:48","indie rock,indie,british,rock,alternative,seen live,alternative rock,britpop,arctic monkeys,Garage Rock"
Wilco,Being There,"Far, Far Away","14 Apr 2017, 01:45","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Explosions in the Sky,"Take Care, Take Care, Take Care",Human Qualities,"14 Apr 2017, 01:33","post-rock,instrumental,ambient,experimental,post rock,seen live,indie,atmospheric,rock,indie rock"
John Mayer,Room for Squares,Why Georgia,"14 Apr 2017, 01:29","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
OK Go,Of the Blue Colour of the Sky (Extra Nice Edition),This Too Shall Pass,"14 Apr 2017, 01:25","indie,indie rock,rock,alternative,seen live,alternative rock,indie pop,pop,american,power pop"
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Version),Breaking the Girl,"13 Apr 2017, 12:59","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Sara Bareilles,The Blessed Unrest,Chasing the Sun,"13 Apr 2017, 01:32","female vocalists,pop,singer-songwriter,piano,acoustic,folk,american,sara bareilles,female vocalist,seen live"
The Thermals,"The Body, The Blood, The Machine",Here's Your Future,"11 Apr 2017, 20:12","seen live,indie,indie rock,punk,Lo-Fi,rock,portland,alternative,american,punk rock"
The Cinema,My Blood Is Full Of Airplanes,Kill It,"11 Apr 2017, 20:08","indie,alternative,singer-songwriter,rock,indie pop,indie rock,lydia,metal,emo,check out later"
Free Throw,"Randy, I Am The Liquor","Randy, I Am The Liquor","11 Apr 2017, 20:05","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Tiny Moving Parts,Pleasant Living,Sundress,"11 Apr 2017, 20:02","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Smallpools,LOVETAP!,Killer Whales,"11 Apr 2017, 17:59","indie pop,indie,alternative,pop rock,seen live,american,male vocalists,relevant magazine,pop,indie rock"
BÌ÷RNS,Candy,Seeing Stars,"11 Apr 2017, 17:56","pop,seen live,indie,folk,ambient,indie-pop,indie pop,synthpop,Michigan,alternative"
Kopecky,Talk To Me,Talk To Me,"11 Apr 2017, 17:53","Progressive rock,Progressive metal,instrumental,Fusion,instrumental rock,rock,alternative,USA,american,Progressive"
Circa Waves,T-Shirt Weather,T-Shirt Weather,"11 Apr 2017, 17:49","seen live,indie rock,indie,british,rock,england,seenlive,UK,britpop,liverpool"
Echosmith,Talking Dreams (Deluxe Version),Tell Her You Love Her,"11 Apr 2017, 17:45","indie,pop,indie pop,alternative,american,rock,seen live,female vocalists,USA,pop rock"
The Mowgli's,Kids In Love,Whatever Forever,"11 Apr 2017, 17:42","indie,folk,rock,alternative,seen live,indie rock,american,indie folk,indie pop,twinkling tones"
Walk the Moon,Talking Is Hard,Work This Body,"11 Apr 2017, 17:39","indie rock,indie,indie pop,american,seen live,alternative,rock,pop,alternative rock,male vocalists"
Cherub,Year of the Caprese,Doses & Mimosas,"11 Apr 2017, 17:34","electronic,seen live,indie,pop,alternative,electropop,alternative rock,synthpop,metal,rock"
Omi,Cheerleader,Cheerleader - Felix Jaehn Remix Radio Edit,"11 Apr 2017, 17:31","reggae,hardcore,electronic,dance,jamaican,pop,Gabber,hardcore techno,omi,Hip-Hop"
Maroon 5,V (Deluxe),Sugar,"11 Apr 2017, 17:27","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Andrew McMahon in the Wilderness,Cecilia And The Satellite,Cecilia And The Satellite,"11 Apr 2017, 17:23","piano rock,indie pop,seen live,indie,alternative,indie rock,alternative rock,piano,american,Pop-Rock"
Darwin Deez,Kill Your Attitude,Kill Your Attitude,"11 Apr 2017, 16:53","indie,indie pop,seen live,electronic,experimental,pop,american,alternative,indie rock,USA"
The Royal Concept,D-D-Dance,D-D-Dance,"11 Apr 2017, 16:46","indie pop,indie,indie rock,swedish,alternative,seen live,rock,pop,electronic,alternative rock"
Phoebe Ryan,Mine,Mine,"11 Apr 2017, 16:42","pop,female vocalists,alternative,american,indie,USA,seen live,indie pop,singer-songwriter,female vocalist"
Sara Bareilles,The Blessed Unrest,Chasing the Sun,"11 Apr 2017, 16:38","female vocalists,pop,singer-songwriter,piano,acoustic,folk,american,sara bareilles,female vocalist,seen live"
Sara Bareilles,The Blessed Unrest,Brave,"11 Apr 2017, 16:34","female vocalists,pop,singer-songwriter,piano,acoustic,folk,american,sara bareilles,female vocalist,seen live"
Jimmy Eat World,Bleed American (Deluxe Edition),Bleed American,"11 Apr 2017, 16:31","rock,alternative,emo,alternative rock,seen live,indie,indie rock,punk,pop punk,punk rock"
Dropkick Murphys,Blackout,Fields of Athenry,"11 Apr 2017, 16:25","punk,punk rock,seen live,folk punk,irish,Irish Punk,celtic punk,rock,celtic,Oi"
Dropkick Murphys,Blackout,The Dirty Glass,"11 Apr 2017, 00:45","punk,punk rock,seen live,folk punk,irish,Irish Punk,celtic punk,rock,celtic,Oi"
Muse,Black Holes and Revelations,Knights of Cydonia,"11 Apr 2017, 00:39","alternative rock,rock,alternative,Progressive rock,seen live,indie,british,indie rock,britpop,Muse"
Muse,Black Holes and Revelations,Assassin,"11 Apr 2017, 00:35","alternative rock,rock,alternative,Progressive rock,seen live,indie,british,indie rock,britpop,Muse"
